Screen_bg,ConsentKey.keys,ConsentKey.rt,Begin.keys,Begin.rt,checkresp.keys,checkresp.corr,checkresp.rt,Attention.thisRepN,Attention.thisTrialN,Attention.thisN,Attention.thisIndex,Attention.ran,AttnQuestion,AttnAnswer,participant,PROLIFIC_ID,Age,Gender,Handedness,Native Language,date,expName,psychopyVersion,OS,frameRate,id,session,researcher,browser,xResolution,yResolution,NextStep.keys,NextStep.rt,InstRep.thisRepN,InstRep.thisTrialN,InstRep.thisN,InstRep.thisIndex,InstRep.ran,PracProceed.keys,PracProceed.rt,DisResp.keys,DisResp.corr,TargetPosition,TargetResp_p.keys,TargetResp_p.corr,TargetResp_p.rt,Prac_loop.thisRepN,Prac_loop.thisTrialN,Prac_loop.thisN,Prac_loop.thisIndex,Prac_loop.ran,Block,SalD,NSalD,Salience,Condition,PosMatch,Target,CorrectAnswer,Validity,Exp_proceed.keys,Exp_proceed.rt,PracRepeat.thisRepN,PracRepeat.thisTrialN,PracRepeat.thisN,PracRepeat.thisIndex,PracRepeat.ran,TargetResp.keys,TargetResp.corr,TargetResp.rt,headstartLearn.thisRepN,headstartLearn.thisTrialN,headstartLearn.thisN,headstartLearn.thisIndex,headstartLearn.ran,brkContinue.keys,ExpTrials.thisRepN,ExpTrials.thisTrialN,ExpTrials.thisN,ExpTrials.thisIndex,ExpTrials.ran,PauseResp.keys,PauseResp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,CA_Proceed.keys,CA_Proceed.rt,Resp1_2.keys,CAResponse.keys,CAResponse.corr,CAResponse.rt,CA_trials.thisRepN,CA_trials.thisTrialN,CA_trials.thisN,CA_trials.thisIndex,CA_trials.ran,AwareResp.keys,AwareResp.corr,AwareResp.rt,AwareQ_loop.thisRepN,AwareQ_loop.thisTrialN,AwareQ_loop.thisN,AwareQ_loop.thisIndex,AwareQ_loop.ran,AwareQ,Solution,Performance,ContingencyChkScore,todebrief.keys,todebrief.rt,Finalend.keys,Finalend.rt
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.5373550001531839],,,,,,,3,2,50,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.8718050001189113],,,,,,,3,3,51,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.6874449998140335],,,,,,,3,4,52,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.6227199998684227],,,,,,,3,5,53,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.7577200001105666],,,,,,,3,6,54,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.5006750002503395],,,,,,,3,7,55,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.4449100000783801],,,,,,,3,8,56,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.44122999999672174],,,,,,,3,9,57,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.4006300000473857],,,,,,,3,10,58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.5344750001095235],,,,,,,3,11,59,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.45877999998629093],,,,,,,3,12,60,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.4496300001628697],,,,,,,3,13,61,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[0.8790400000289083],,,,,,,3,14,62,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.9274250003509223],,,,,,,3,15,63,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.46389500005170703],,,,,,,4,0,64,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.40089999977499247],,,,,,,4,1,65,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.4183050002902746],,,,,,,4,2,66,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.6701549999415874],,,,,,,4,3,67,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.4645549999549985],,,,,,,4,4,68,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.7352950000204146],,,,,,,4,5,69,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.9061549999751151],,,,,,,4,6,70,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.45238499995321035],,,,,,,4,7,71,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.9011300001293421],,,,,,,4,8,72,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.45011999970301986],,,,,,,4,9,73,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.6637849998660386],,,,,,,4,10,74,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.4942950000986457],,,,,,,4,11,75,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.8203000002540648],,,,,,,4,12,76,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.5963650001212955],,,,,,,4,13,77,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[0.7022850001230836],,,,,,,4,14,78,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.7078300002031028],,,,,,,4,15,79,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.45104000018909574],,,,,,,5,0,80,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.4351749997586012],,,,,,,5,1,81,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.0565949999727309],,,,,,,5,2,82,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.4054399998858571],,,,,,,5,3,83,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.4563149996101856],,,,,,,5,4,84,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.9835449997335672],,,,,,,5,5,85,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.119965000078082],,,,,,,5,6,86,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.4728600000962615],,,,,,,5,7,87,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.45562499994412065],,,,,,,5,8,88,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.984195000026375],,,,,,,5,9,89,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.46976500004529953],,,,,,,5,10,90,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.8146500000730157],,,,,,,5,11,91,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.7124899998307228],,,,,,,5,12,92,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.8278000000864267],,,,,,,5,13,93,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[1.0538800000213087],,,,,,,5,14,94,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.49185500014573336],,,,,,,5,15,95,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.9146099998615682],,,,,,,6,0,96,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.5017749997787178],,,,,,,6,1,97,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.5304350000806153],,,,,,,6,2,98,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.7651850003749132],,,,,,,6,3,99,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.0405600001104176],,,,,,,6,4,100,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.0138199999928474],,,,,,,6,5,101,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.4968700003810227],,,,,,,6,6,102,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.4743349999189377],,,,,,,6,7,103,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.6843850002624094],,,,,,,6,8,104,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.7840149998664856],,,,,,,6,9,105,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,5f69f0d030340e000849c2f8,32,male,right,Other,2021-01-12_16h08.13.366,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[0.9619599999859929],,,,,,,6,10,106,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
